Κωδικός,Τίτλος,Συγγραφείς,Έτος,Σύνδεσμος,Τύπος,Θέματα,Κατάσταση,Επιβεβαίωση,Προτεραιότητα,Σημειώσεις
SRC-70AEC665B2,https---proceedings.mlr.press-v70-guo17a-guo17a.pdf,,2015,https://proceedings.mlr.press/v70/guo17a/guo17a.pdf,ακαδημαϊκή εργασία,χωρίς κατηγορία,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χαμηλή,
SRC-71F2ECA651,"Robust Reinforcement Learning (Morimoto & Doya, 2001)",,2001,https://homes.cs.washington.edu/~todorov/courses/amath579/MorimotoDoya.pdf,τεκμηρίωση ή εκπαιδευτικό υλικό,εύρωστη ενισχυτική μάθηση,ελλιπές κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χρειάζεται διόρθωση,
SRC-7313A97A30,On Practical Robust Reinforcement Learning: Practical Uncertainty Set and Double-Agent Algorithm,Ukjo Hwang; Songnam Hong,2023,https://arxiv.org/abs/2305.06657,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; πινακοποιημένη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: On Practical Robust Reinforcement Learning: Adjacent Uncertainty Set and Double-Agent Algorithm | Αυτόματη διόρθωση παλιού έτους: 2024
SRC-73C145D523,Safe Reinforcement Learning with Dead-Ends Avoidance and Recovery,Xiao Zhang; Hai Zhang; Hongtu Zhou; Chang Huang; Di Zhang; Chen Ye; Junqiao Zhao,2023,https://arxiv.org/abs/2306.13944,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2306.13944
SRC-73DA396BA9,Online MDP with Transition Prototypes: A Robust Adaptive Approach,Shuo Sun; Meng Qi; Zuo-Jun Max Shen,2024,https://arxiv.org/abs/2412.14075,ακαδημαϊκή εργασία,χωρίς κατηγορία,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,μεσαία,
SRC-7456165CEA,https---proceedings.mlr.press-v232-alami23a-alami23a.pdf,,2020,https://proceedings.mlr.press/v232/alami23a/alami23a.pdf,ακαδημαϊκή εργασία,μη στασιμότητα; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-76B2247457,Position: Lifetime tuning is incompatible with continual reinforcement learning,Golnaz Mesbahi; Parham Mohammad Panahi; Olya Mastikhina; Steven Tang; Martha White; Adam White,2025,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mesbahi25a/mesbahi25a.pdf,ιστοσελίδα,μη στασιμότητα; GridWorld; συνεχής προσαρμογή; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,"Αυτόματη πλήρης μετατροπή PDF· ο ανθρώπινος έλεγχος του πρωτοτύπου, της ανάλυσης και του evidence ολοκληρώθηκε στις 2026-08-03"
SRC-7702DAEF48,Recovery RL: Safe Reinforcement Learning with Learned Recovery Zones,Brijen Thananjeyan; Ashwin Balakrishna; Suraj Nair; Michael Luo; Krishnan Srinivasan; Minho Hwang; Joseph E. Gonzalez; Julian Ibarz; Chelsea Finn; Ken Goldberg,2020,https://arxiv.org/abs/2010.15920,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2010.15920 | Αυτόματη διόρθωση παλιού έτους: 2010
SRC-7C18826BEE,Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning,Yarin Gal; Zoubin Ghahramani,2015,https://arxiv.org/abs/1506.02142,ακαδημαϊκή εργασία,βαθιά ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1506.02142
SRC-7EFBF9DA62,"A Review of Uncertainty Quantification in Deep Learning: Techniques, Applications and Challenges",Moloud Abdar; Farhad Pourpanah; Sadiq Hussain; Dana Rezazadegan; Li Liu; Mohammad Ghavamzadeh; Paul Fieguth; Xiaochun Cao; Abbas Khosravi; U Rajendra Acharya; Vladimir Makarenkov; Saeid Nahavandi,2020,https://arxiv.org/abs/2011.06225,ακαδημαϊκή εργασία,στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2011.06225 | Αυτόματη διόρθωση παλιού έτους: 2011
SRC-8025C139CE,A Survey of Reinforcement Learning Algorithms for Dynamically Varying Environments,Sindhu Padakandla,2020,https://arxiv.org/abs/2005.10619,ακαδημαϊκή εργασία,μη στασιμότητα,ελλιπές κείμενο,επιβεβαιωμένη μέσω arXiv,χρειάζεται διόρθωση,Αυτόματη διόρθωση παλιού έτους: 2005
SRC-81A15E6905,Action Robust Reinforcement Learning and Applications in Continuous Control,Chen Tessler; Yonathan Efroni; Shie Mannor,2019,https://arxiv.org/abs/1901.09184,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; αβεβαιότητα ενεργειών; πινακοποιημένη ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1901.09184
SRC-8396F66954,Concrete Problems in AI Safety,Dario Amodei; Chris Olah; Jacob Steinhardt; Paul Christiano; John Schulman; Dan Mané,2016,https://arxiv.org/abs/1606.06565,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση; αβεβαιότητα ανταμοιβής; μερική παρατηρησιμότητα; βαθιά ενισχυτική μάθηση; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1606.06565
SRC-85335DDDA6,Empirical Study on Robustness and Resilience in Cooperative Multi-Agent Reinforcement Learning,"Simin Li, Zihao Mao, Hanxiao Li, Zonglei Jing, Zhuohang Bian, Jun Guo, Li Wang, Zhuoran Han, Ruixiao Xu, Xin Yu, Chengdong Ma, Yuqing Ma, Bo An, Yaodong Yang, Weifeng Lv, Xianglong Liu",2025,https://github.com/BUAA-TrustworthyMARL/adv_marl_benchmark,αποθετήριο κώδικα,ανθεκτικότητα και ανάκαμψη; αβεβαιότητα ενεργειών; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-8718299821,Safe Reinforcement Learning via Shielding,Mohammed Alshiekh; Roderick Bloem; Ruediger Ehlers; Bettina Könighofer; Scott Niekum; Ufuk Topcu,2017,https://arxiv.org/abs/1708.08611,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση; πινακοποιημένη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1708.08611
SRC-87C9BF9456,Decision Making Under Uncertainty - Stanford University,,1947,https://web.stanford.edu/group/sisl/public/dmu.pdf,ιστοσελίδα,χωρίς κατηγορία,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,μεσαία,
SRC-8D4F62D85D,Deep Reinforcement Learning that Matters,Peter Henderson; Riashat Islam; Philip Bachman; Joelle Pineau; Doina Precup; David Meger,2017,https://arxiv.org/abs/1709.06560,ακαδημαϊκή εργασία,βαθιά ενισχυτική μάθηση,ελλιπές κείμενο,επιβεβαιωμένη μέσω arXiv,χρειάζεται διόρθωση,Αυτόματη διόρθωση παλιού τίτλου: Deep Reinforcement Learning That Matters | Αυτόματη διόρθωση παλιού έτους: 2018
SRC-8E12FE2688,Efficient Action Robust Reinforcement Learning with Probabilistic Policy Execution Uncertainty,Guanlin Liu; Zhihan Zhou; Han Liu; Lifeng Lai,2023,https://arxiv.org/abs/2307.07666,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; αβεβαιότητα ενεργειών; πινακοποιημένη ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; στατιστική αξιολόγηση; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,
SRC-8E22CBA55A,https---papers.nips.cc-paper-6692-safe-model-based-reinforcement-learning-with-stability-guarantees.,,2017,https://papers.nips.cc/paper/6692-safe-model-based-reinforcement-learning-with-stability-guarantees.pdf,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; ασφαλής ενισχυτική μάθηση; ενισχυτική μάθηση με μοντέλο; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-8F1C2D6CE4,ADARL: Adaptive Low-Rank Structures for Robust Policy Learning under Uncertainty,Chenliang Li; Junyu Leng; Jiaxiang Li; Youbang Sun; Shixiang Chen; Shahin Shahrampour; Alfredo Garcia,2025,https://arxiv.org/abs/2510.11899,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; αβεβαιότητα μεταβάσεων,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,
SRC-90A20ED43A,Survival of the Fittest: Evolutionary Adaptation of Policies for Environmental Shifts,Sheryl Paul; Jyotirmoy V. Deshmukh,2024,https://arxiv.org/abs/2410.19852,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; ανθεκτικότητα και ανάκαμψη; μη στασιμότητα; GridWorld; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: Survival of the Fittest- Evolutionary Adaptation of Policies for Environmental Shifts - arXiv
SRC-91D56A10CF,https---proceedings.mlr.press-v139-xie21c-xie21c.pdf,,1998,https://proceedings.mlr.press/v139/xie21c/xie21c.pdf,ακαδημαϊκή εργασία,μη στασιμότητα; μερική παρατηρησιμότητα; βαθιά ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-91D94DB95B,https---proceedings.mlr.press-v70-achiam17a-achiam17a.pdf,,2016,https://proceedings.mlr.press/v70/achiam17a/achiam17a.pdf,ακαδημαϊκή εργασία,ανθεκτικότητα και ανάκαμψη; ασφαλής ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-92397254FB,Learn to human-level control in dynamic environment using incremental batch interrupting temporal abstraction,Yuchen Fu; Zhipeng Xu; Fei Zhu; Quan Liu; Xiaoke Zhou,2016,https://doi.org/10.2298/csis160210015f,ακαδημαϊκή εργασία,GridWorld; πινακοποιημένη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω Crossref,υψηλή,
SRC-9464421E55,Is Prior-Free Black-Box Non-Stationary Reinforcement Learning Feasible?,Argyrios Gerogiannis; Yu-Han Huang; Venugopal Veeravalli,2025,https://raw.githubusercontent.com/mlresearch/v258/main/assets/gerogiannis25a/gerogiannis25a.pdf,ιστοσελίδα,μη στασιμότητα; GridWorld,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,"Αυτόματη πλήρης μετατροπή PDF· ο ανθρώπινος έλεγχος του πρωτοτύπου, της ανάλυσης και του evidence ολοκληρώθηκε στις 2026-08-03"
SRC-95C9DAEE68,Deep reinforcement learning in non-stationary environments,Zihe Liu,2024,https://opus.lib.uts.edu.au/handle/10453/186408,διπλωματική ή διατριβή,ανθεκτικότητα και ανάκαμψη; μη στασιμότητα; βαθιά ενισχυτική μάθηση; συνεχής προσαρμογή,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,"Δημιουργήθηκε από πρωτότυπο PDF με τίτλος, δημιουργός και έτος από το ίδιο PDF· χρειάζεται πλήρης μετατροπή και θεματική αξιολόγηση. | Κύρια εγγραφή για τη διατριβή Zihe Liu· αφαιρέθηκαν ορφανή landing-page εγγραφή και ακριβές διπλότυπο PDF."
SRC-9AF6281E67,Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes - NIPS,"Andrea Tirinzoni, Xiangli Chen, Marek Petrik, Brian D. Ziebart",2018,https://papers.nips.cc/paper_files/paper/2018/file/7ec0dbeee45813422897e04ad8424a5e-Paper.pdf,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-9CC11ECF41,Approximate Bilevel Difference Convex Programming for Bayesian Risk Markov Decision Processes,,2010,https://ojs.aaai.org/index.php/AAAI/article/view/34862/37017,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; μερική παρατηρησιμότητα; πινακοποιημένη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-9D663D35D0,Robust Markov Decision Processes without Model Estimation,Wenhao Yang; Han Wang; Tadashi Kozuno; Scott M. Jordan; Zhihua Zhang,2023,https://arxiv.org/abs/2302.01248,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; πινακοποιημένη ενισχυτική μάθηση; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2302.01248
SRC-9DCA1F02C1,"General Video Game AI: a Multi-Track Framework for Evaluating Agents, Games and Content Generation Algorithms",Diego Perez-Liebana; Jialin Liu; Ahmed Khalifa; Raluca D. Gaina; Julian Togelius; Simon M. Lucas,2018,https://arxiv.org/abs/1802.10363,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,Αυτόματη διόρθωση παλιού τίτλου: https---proceedings.mlr.press-v119-cobbe20a-cobbe20a.pdf | Αυτόματη διόρθωση παλιού έτους: 2019
SRC-A203ABEEFE,Prioritized Experience Replay,Tom Schaul; John Quan; Ioannis Antonoglou; David Silver,2015,https://arxiv.org/abs/1511.05952,ακαδημαϊκή εργασία,μη στασιμότητα; πινακοποιημένη ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1511.05952
SRC-A3D907D882,Robust Gymnasium: A Unified Modular Benchmark for Robust Reinforcement Learning,Shangding Gu; Laixi Shi; Muning Wen; Ming Jin; Eric Mazumdar; Yuejie Chi; Adam Wierman; Costas Spanos,2025,https://arxiv.org/abs/2502.19652,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; ανθεκτικότητα και ανάκαμψη; μη στασιμότητα; περιβάλλοντα και benchmarks; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2502.19652 | Αυτόματη διόρθωση παλιού έτους: 2015
SRC-A4DC00B75B,Minigrid & Miniworld: Modular & Customizable Reinforcement Learning Environments for Goal-Oriented Tasks,Maxime Chevalier-Boisvert; Bolun Dai; Mark Towers; Rodrigo de Lazcano; Lucas Willems; Salem Lahlou; Suman Pal; Pablo Samuel Castro; Jordan Terry,2023,https://arxiv.org/abs/2306.13831,ακαδημαϊκή εργασία,GridWorld; μερική παρατηρησιμότητα; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,"Αυτόματη διόρθωση παλιού τίτλου: load the environment in upper-left corner of Figure 1 env = gym.make(""MiniGrid-BlockedUnlockPickup-v0"", render_mode=""human"")"
SRC-A5DF23299C,On the Definition of Robustness and Resilience of AI Agents for Real-time Congestion Management,Timothy Tjhay; Ricardo J. Bessa; Jose Paulos,2025,https://arxiv.org/abs/2504.13314,ακαδημαϊκή εργασία,ανθεκτικότητα και ανάκαμψη; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,
SRC-A6616BE773,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks,Dan Hendrycks; Kevin Gimpel,2016,https://arxiv.org/abs/1610.02136,ακαδημαϊκή εργασία,στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1610.02136
SRC-AC30CEB175,AI Applications to Enhance Resilience in Power Systems and Microgrids—A Review,Younes Zahraoui; Tarmo Korõtko; Argo Rosin; Saad Mekhilef; Mehdi Seyedmahmoudian; Alex Stojcevski; Ibrahim Alhamrouni,2024,https://doi.org/10.3390/su16124959,ακαδημαϊκή εργασία,ανθεκτικότητα και ανάκαμψη; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω Crossref,υψηλή,
SRC-AC79E9A264,Robust Policy Learning over Multiple Uncertainty Sets,Δεν αναφέρεται στην πηγή,2016,https://proceedings.mlr.press/v162/xie22c/xie22c.pdf,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-AD8A2E9A85,Q-learning,,1992,https://gatsby.ucl.ac.uk/~dayan/papers/cjch.pdf,ιστοσελίδα,πινακοποιημένη ενισχυτική μάθηση,ελλιπές κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χρειάζεται διόρθωση,
SRC-B1E5732635,Safe Reinforcement Learning via Recovery-based Shielding with Gaussian Process Dynamics Models,Alexander W. Goodall; Francesco Belardinelli,2026,https://arxiv.org/abs/2602.12444,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2602.12444
SRC-B72D65A330,https---www.ijcai.org-proceedings-2024-0913.pdf,,2024,https://ijcai.org/proceedings/2024/0913.pdf,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χαμηλή,
SRC-B88D51FA3F,Efficient Adaptation of Reinforcement Learning Agents to Sudden Environmental Change,Jonathan Clifford Balloch,2025,https://arxiv.org/abs/2505.10330,ακαδημαϊκή εργασία,GridWorld; ενισχυτική μάθηση με μοντέλο; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2505.10330 | Αυτόματη διόρθωση παλιού έτους: 2024
SRC-B9911A6CFB,Safe Reinforcement Learning via Shielding under Partial Observability,Steven Carr; Nils Jansen; Sebastian Junges; Ufuk Topcu,2022,https://arxiv.org/abs/2204.00755,ακαδημαϊκή εργασία,ασφαλής ενισχυτική μάθηση; μερική παρατηρησιμότητα,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2204.00755 | Αυτόματη διόρθωση παλιού έτους: 1998
SRC-BB5ECDA0CD,ICML Poster Online Robust Reinforcement Learning Through Monte-Carlo Planning,"Tuan Dam, Kishan Panaganti, Brahim Driss, Adam Wierman",2025,https://icml.cc/virtual/2025/poster/44177,ιστοσελίδα,εύρωστη ενισχυτική μάθηση; μη στασιμότητα; πινακοποιημένη ενισχυτική μάθηση; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-BB9CAB4CBB,Decision-making under uncertainty: beyond probabilities,Thom Badings; Thiago D. Simão; Marnix Suilen; Nils Jansen,2023,https://doi.org/10.1007/s10009-023-00704-3,ακαδημαϊκή εργασία,μη στασιμότητα; ασφαλής ενισχυτική μάθηση; μερική παρατηρησιμότητα; στατιστική αξιολόγηση; πράκτορες τεχνητής νοημοσύνης; εύρωστη ενισχυτική μάθηση; πινακοποιημένη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω Crossref,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: Decision-making under uncertainty- beyond probabilities - International Journal on Software Tools fo
SRC-BE53B7970E,Deep Reinforcement Learning with Double Q-learning,Hado van Hasselt; Arthur Guez; David Silver,2015,https://arxiv.org/abs/1509.06461,ακαδημαϊκή εργασία,μη στασιμότητα; πινακοποιημένη ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1509.06461
SRC-BE5B937542,A Survey of Safe Reinforcement Learning and Constrained MDPs: A Technical Survey on Single-Agent and Multi-Agent Safety,Ankita Kushwaha; Kiran Ravish; Preeti Lamba; Pawan Kumar,2025,https://arxiv.org/abs/2505.17342,ακαδημαϊκή εργασία,μη στασιμότητα; GridWorld; ασφαλής ενισχυτική μάθηση; αβεβαιότητα ανταμοιβής; περιβάλλοντα και benchmarks; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2505.17342 | Αυτόματη διόρθωση παλιού έτους: 2026
SRC-CA06A28C0B,https---ojs.aaai.org-index.php-AAAI-article-download-7078-6932,,1986,https://ojs.aaai.org/index.php/AAAI/article/download/7078/6932,ακαδημαϊκή εργασία,πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χαμηλή,
SRC-CBA29E303A,Revisiting Fundamentals of Experience Replay,,2020,https://proceedings.mlr.press/v119/fedus20a.html,ακαδημαϊκή εργασία,βαθιά ενισχυτική μάθηση,ελλιπές κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χρειάζεται διόρθωση,
SRC-CC5B34C28C,Best-Effort Policies for Robust Markov Decision Processes,"Alessandro Abate, Thom Badings, Giuseppe De Giacomo, Francesco Fabiano",2010,https://ojs.aaai.org/index.php/AAAI/article/view/40929/44890,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; πινακοποιημένη ενισχυτική μάθηση; ενισχυτική μάθηση με μοντέλο,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-CD5F67F3E6,Proximal Policy Optimization Algorithms,John Schulman; Filip Wolski; Prafulla Dhariwal; Alec Radford; Oleg Klimov,2017,https://arxiv.org/abs/1707.06347,ακαδημαϊκή εργασία,πινακοποιημένη ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,χαμηλή,"Αυτόματη διόρθωση παλιού τίτλου: Proximal Policy Optimization Algorithms (Schulman et al., 2017)"
SRC-D14764616F,Context-Switching and Adaptation- Brain-Inspired Mechanisms for Handling Environmental Changes - Uni,"Eric Chalmers, Edgar Bermudez Contreras, Brandon Robertson, Artur Luczak, Aaron Gruber",,https://people.uleth.ca/~luczak/papers/Context_Switching_Eric_IEEE_Vanc2016.pdf,ακαδημαϊκή εργασία,μη στασιμότητα; συνεχής προσαρμογή; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-D1B6BA711E,Online Policy Optimization for Robust MDP,Jing Dong; Jingwei Li; Baoxiang Wang; Jingzhao Zhang,2022,https://arxiv.org/abs/2209.13841,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; ενισχυτική μάθηση με μοντέλο; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2209.13841 | Αυτόματη διόρθωση παλιού έτους: 2018
SRC-D38364B32C,Partial Models for Building Adaptive Model-Based Reinforcement Learning Agents,Safa Alver; Ali Rahimi-Kalahroudi; Doina Precup,2025,https://proceedings.mlr.press/v274/alver25a.html,ακαδημαϊκή εργασία,ανθεκτικότητα και ανάκαμψη; ενισχυτική μάθηση με μοντέλο,ελλιπές κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χρειάζεται διόρθωση,
SRC-D4C8A4B1BF,"Resilience and Resilient Systems of Artificial Intelligence: Taxonomy, Models and Methods",Viacheslav Moskalenko; Vyacheslav Kharchenko; Alona Moskalenko; Borys Kuzikov,2023,https://doi.org/10.3390/a16030165,ακαδημαϊκή εργασία,ανθεκτικότητα και ανάκαμψη; μη στασιμότητα,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω Crossref,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---www.mdpi.com-1999-4893-16-3-165-pdf | Αυτόματη διόρθωση παλιού έτους: 1999
SRC-D52DF7B9A4,6.5 Q-learning- Off-policy TD Control - Data Analytics,"Watkins (1989), αναφέρεται από τους συγγραφείς του Chapter 6",1989,https://analytics.drake.edu/~reza/teaching/cs143_sp26/readings/RL_q_learning.pdf,ιστοσελίδα,GridWorld; πινακοποιημένη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-D6335D382B,https---proceedings.mlr.press-v97-kaplanis19a-kaplanis19a.pdf,,1989,https://proceedings.mlr.press/v97/kaplanis19a/kaplanis19a.pdf,ακαδημαϊκή εργασία,μη στασιμότητα; βαθιά ενισχυτική μάθηση; συνεχής προσαρμογή; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-DBDFB80961,Bayesian Reinforcement Learning: A Survey,Mohammad Ghavamzadeh; Shie Mannor; Joelle Pineau; Aviv Tamar,2016,https://arxiv.org/abs/1609.04436,ακαδημαϊκή εργασία,μερική παρατηρησιμότητα; βαθιά ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,μεσαία,"Αυτόματη διόρθωση παλιού τίτλου: Foundations and TrendsR© in Machine Learning Vol. 8, No. 5-6 (2015) 359–492 c© 2015 M. Ghavamzadeh, S. Mannor, J. Pineau, and | Αυτόματη διόρθωση παλιού έτους: 2015"
