Κωδικός,Ρόλος,Κατάσταση,Κεφάλαια,Θέματα,Εξαγωγή,Σημείωση,Τίτλος,Σύνδεσμος,Commit βιβλιογραφίας
SRC-73DA396BA9,κύρια,επαληθευμένη,Σχετικές εργασίες; Model libraries; Online identification; Robust adaptation; Μετρικές; Threats to validity,transition prototypes; active candidate set; prototype elimination; robust policy; early stopping; out-of-library,ναι,Κεντρική πηγή για active transition-model library και robust-to-specialized switching· απαιτεί out-of-library stress test.,Online MDP with Transition Prototypes: A Robust Adaptive Approach,https://arxiv.org/abs/2412.14075,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-7456165CEA,κύρια,επαληθευμένη,Θεωρητικό υπόβαθρο; Σχετικές εργασίες; Change detection; Adaptive baselines; Πειραματικό πρωτόκολλο; Μετρικές; Threats to validity,piecewise-stationary MDP; Bayesian change detection; false alarms; detection delay; detector-triggered restart; regret,ναι,"Κεντρική πηγή για unknown abrupt changes, χωριστές detector metrics και απλό detection-plus-reset adaptation baseline· απαιτεί feasibility pilot.",https---proceedings.mlr.press-v232-alami23a-alami23a.pdf,https://proceedings.mlr.press/v232/alami23a/alami23a.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-76B2247457,υποστηρικτική,επαληθευμένη,,μη στασιμότητα; GridWorld; συνεχής προσαρμογή; στατιστική αξιολόγηση,ναι,Συγχρονισμός από canonical analysis.,Position: Lifetime tuning is incompatible with continual reinforcement learning,https://raw.githubusercontent.com/mlresearch/v267/main/assets/mesbahi25a/mesbahi25a.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-7702DAEF48,υποστηρικτική,επαληθευμένη,Safe RL; Agent architectures; Recovery mechanisms; Μετρικές; Threats to validity,Recovery RL; safety critic; recovery policy; intervention; offline unsafe data; local reset,ναι,"Τεκμηριώνει learned task-policy/recovery-policy architecture και χωριστή αναφορά interventions, violations και utility.",Recovery RL: Safe Reinforcement Learning with Learned Recovery Zones,https://arxiv.org/abs/2010.15920,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-7C18826BEE,υπόβαθρο,επαληθευμένη,Uncertainty quantification; Neural agents; Exploration; Detection diagnostics; Threats to validity,MC dropout; approximate Bayesian inference; predictive variance; epistemic uncertainty; stochastic passes,ναι,"Foundational neural UQ source· optional μόνο εάν προστεθεί neural function approximation, όχι tabular default.",Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning,https://arxiv.org/abs/1506.02142,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-7EFBF9DA62,υποστηρικτική,επαληθευμένη,Θεωρητικό υπόβαθρο; Μοντέλο αβεβαιότητας; Σχετικές εργασίες; Threats to validity,aleatoric uncertainty; epistemic uncertainty; calibration; OOD; Bayesian approximation,ναι,Θεμελιώνει την ταξινομία αβεβαιότητας· δεν επιλέγει από μόνη της uncertainty estimator ή agent.,"A Review of Uncertainty Quantification in Deep Learning: Techniques, Applications and Challenges",https://arxiv.org/abs/2011.06225,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-81A15E6905,κύρια,επαληθευμένη,Θεωρητικό υπόβαθρο; Σχετικές εργασίες; Μοντέλο αβεβαιότητας; Πειραματικά σενάρια,action failure; action noise; robust MDP; perturbation severity,ναι,Άμεση τεκμηρίωση για αποτυχίες εκτέλεσης ενεργειών και robustness trade-offs.,Action Robust Reinforcement Learning and Applications in Continuous Control,https://arxiv.org/abs/1901.09184,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-8396F66954,υπόβαθρο,επαληθευμένη,Θεωρητικό υπόβαθρο; Safety boundaries; Distribution shift; Μετρικές; Threats to validity,distribution shift; safe exploration; reward hacking; side effects; safety cost,ναι,"Οριοθετεί distribution-shift failure, exploration safety και specification failures ώστε recovery και safety να μην συγχέονται.",Concrete Problems in AI Safety,https://arxiv.org/abs/1606.06565,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-85335DDDA6,υποστηρικτική,επαληθευμένη,,ανθεκτικότητα και ανάκαμψη; αβεβαιότητα ενεργειών; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks; πράκτορες τεχνητής νοημοσύνης,ναι,Συγχρονισμός από canonical analysis.,Empirical Study on Robustness and Resilience in Cooperative Multi-Agent Reinforcement Learning,https://github.com/BUAA-TrustworthyMARL/adv_marl_benchmark,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-8718299821,υποστηρικτική,επαληθευμένη,Safe RL; Runtime assurance; Shields; Formal safety; Agent architecture,preemptive shield; post-posed shield; temporal logic; minimum interference; convergence,ναι,Foundational shield architecture· διαχωρίζει learning objective από runtime correctness και απαιτεί intervention/minimum-interference reporting.,Safe Reinforcement Learning via Shielding,https://arxiv.org/abs/1708.08611,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-87C9BF9456,υπόβαθρο,επαληθευμένη,Θεωρητικό υπόβαθρο; MDP; GridWorld; Model uncertainty,decision making under uncertainty; MDP; POMDP; Q-learning; GridWorld,ναι,Ακαδημαϊκό εγχειρίδιο για ορισμούς και controlled environment· όχι empirical superiority evidence.,Decision Making Under Uncertainty - Stanford University,https://web.stanford.edu/group/sisl/public/dmu.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-8D4F62D85D,κύρια,επαληθευμένη,,βαθιά ενισχυτική μάθηση,ναι,Συγχρονισμός από canonical analysis.,Deep Reinforcement Learning that Matters,https://arxiv.org/abs/1709.06560,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-8E12FE2688,υποστηρικτική,επαληθευμένη,Θεωρητικό υπόβαθρο; Αβεβαιότητα ενεργειών; Πειραματικά scenarios; Robust baselines; Μετρικές,policy execution uncertainty; action failure; probabilistic perturbation; robust Bellman; sample complexity,ναι,Τεκμηριώνει το σενάριο εκτέλεσης λανθασμένης ενέργειας με severity ρ· αφορά robustness και όχι recovery.,Efficient Action Robust Reinforcement Learning with Probabilistic Policy Execution Uncertainty,https://arxiv.org/abs/2307.07666,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-8E22CBA55A,υποστηρικτική,επαληθευμένη,Safe RL; Stability; Model uncertainty; Certification; Threats to validity,Lyapunov stability; region of attraction; Gaussian process; safe exploration; certificate revalidation,ναι,Διακρίνει control-theoretic recovery από policy adaptation και απαιτεί revalidation safety certificates μετά από dynamics change.,https---papers.nips.cc-paper-6692-safe-model-based-reinforcement-learning-with-stability-guarantees.,https://papers.nips.cc/paper/6692-safe-model-based-reinforcement-learning-with-stability-guarantees.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-8F1C2D6CE4,υποστηρικτική,επαληθευμένη,Neural agents; Robust policy learning; Capacity; Computational trade-offs; Threats to validity,AdaRL; adaptive rank; low-rank policy; epistemic dynamics uncertainty; bias variance; Wasserstein,ναι,"Optional neural background για capacity–uncertainty trade-offs· arXiv/MuJoCo evidence, όχι tabular recovery mechanism.",ADARL: Adaptive Low-Rank Structures for Robust Policy Learning under Uncertainty,https://arxiv.org/abs/2510.11899,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-90A20ED43A,κύρια,επαληθευμένη,Σχετικές εργασίες; Agent architectures; Post-change adaptation; Πειραματικά scenarios; Μετρικές; Threats to validity,ERPO; evolutionary adaptation; policy reuse; structural shift; warm start; negative transfer,ναι,Post-shift policy adaptation για μεγάλες discrete navigation μετατοπίσεις· απαιτεί scratch/warm-start comparators και feasibility pilot.,Survival of the Fittest: Evolutionary Adaptation of Policies for Environmental Shifts,https://arxiv.org/abs/2410.19852,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-91D56A10CF,κύρια,επαληθευμένη,Σχετικές εργασίες; Ερευνητικά ερωτήματα; Μοντέλα; Non-stationarity scenarios; Περιορισμοί,structured non-stationarity; latent context; reward shift; dynamics shift; extrapolation,ναι,Κεντρική πηγή για predictive latent-context adaptation· δεν καλύπτει arbitrary changepoints.,https---proceedings.mlr.press-v139-xie21c-xie21c.pdf,https://proceedings.mlr.press/v139/xie21c/xie21c.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-91D94DB95B,υποστηρικτική,επαληθευμένη,Safe RL; CMDP; Policy optimization; Μετρικές; Threats to validity,CPO; CMDP; auxiliary cost; constraint violation; policy divergence,ναι,Primary CMDP πηγή για χωριστή αναφορά task return και safety cost κατά τη recovery περίοδο· όχι change detector.,https---proceedings.mlr.press-v70-achiam17a-achiam17a.pdf,https://proceedings.mlr.press/v70/achiam17a/achiam17a.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-92397254FB,υποστηρικτική,επαληθευμένη,,GridWorld; πινακοποιημένη ενισχυτική μάθηση,ναι,Συγχρονισμός από canonical analysis.,Learn to human-level control in dynamic environment using incremental batch interrupting temporal abstraction,https://doi.org/10.2298/csis160210015f,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-9464421E55,υποστηρικτική,επαληθευμένη,,μη στασιμότητα; GridWorld,ναι,Συγχρονισμός από canonical analysis.,Is Prior-Free Black-Box Non-Stationary Reinforcement Learning Feasible?,https://raw.githubusercontent.com/mlresearch/v258/main/assets/gerogiannis25a/gerogiannis25a.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-95C9DAEE68,κύρια,επαληθευμένη,Θεωρητικό υπόβαθρο; Σχετικές εργασίες; Ερευνητικά ερωτήματα; Μεθοδολογία; Μετρικές,non-stationarity; change detection; adaptation; recovery; multiple changes,ναι,Κεντρική πηγή για detection–adaptation decomposition και post-change evaluation.,Deep reinforcement learning in non-stationary environments,https://opus.lib.uts.edu.au/handle/10453/186408,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-9AF6281E67,υποστηρικτική,επαληθευμένη,Robust baselines; Uncertainty-set design; Limited-data robustness; Trade-offs; Threats to validity,policy-conditioned uncertainty set; non-rectangular; trajectory features; off-policy data; conservativeness,ναι,Trajectory-level feature constraints μπορούν να μειώσουν rectangular conservativeness αλλά εισάγουν explicit prior/reference-policy choices· όχι online adaptation.,Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes - NIPS,https://papers.nips.cc/paper_files/paper/2018/file/7ec0dbeee45813422897e04ad8424a5e-Paper.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-9CC11ECF41,υποστηρικτική,επαληθευμένη,,εύρωστη ενισχυτική μάθηση; μερική παρατηρησιμότητα; πινακοποιημένη ενισχυτική μάθηση,ναι,Συγχρονισμός από canonical analysis.,Approximate Bilevel Difference Convex Programming for Bayesian Risk Markov Decision Processes,https://ojs.aaai.org/index.php/AAAI/article/view/34862/37017,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-9D663D35D0,υποστηρικτική,επαληθευμένη,Θεωρητικό υπόβαθρο; Robust baselines; Tabular RL; Resource accounting; Threats to validity,model-free robust MDP; penalized DRO; robust Q-learning; Markovian data; memory footprint,ναι,Model-free robust-Q feasibility με O(|S||A|) storage· δεν αποτελεί changepoint detector ή repeated-regime adaptation.,Robust Markov Decision Processes without Model Estimation,https://arxiv.org/abs/2302.01248,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-9DCA1F02C1,κύρια,επαληθευμένη,Benchmark design; Generalization; Train-test protocol; Μετρικές; Αναπαραγωγιμότητα,Procgen; procedural levels; held-out seeds; overfitting; sample efficiency; generalization gap,ναι,Κεντρικό evidence για disjoint level distributions και fixed-sequence memorization controls· δεν είναι online-change benchmark.,"General Video Game AI: a Multi-Track Framework for Evaluating Agents, Games and Content Generation Algorithms",https://arxiv.org/abs/1802.10363,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-A203ABEEFE,υποστηρικτική,επαληθευμένη,Replay memory; Adaptive baselines; Diagnostics; Computational trade-offs; Threats to validity,prioritized replay; TD error; stale data; importance sampling; buffer flush; replay ratio,ναι,Τεκμηριώνει replay sampling/bias· στη non-stationarity απαιτεί age/regime diagnostics και oracle/detector-triggered buffer-flush ablations.,Prioritized Experience Replay,https://arxiv.org/abs/1511.05952,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-A3D907D882,κύρια,επαληθευμένη,Θεωρητικό υπόβαθρο; Σχετικές εργασίες; Πειραματικό περιβάλλον; Perturbation taxonomy; Πρωτόκολλο,observation noise; reward noise; action failure; environment shift; severity; frequency,ναι,Αντιστοιχίζει τις επίσημες διαταραχές σε modular disruptors και ανεξάρτητους πειραματικούς άξονες.,Robust Gymnasium: A Unified Modular Benchmark for Robust Reinforcement Learning,https://arxiv.org/abs/2502.19652,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-A4DC00B75B,κύρια,επαληθευμένη,Πειραματικό περιβάλλον; GridWorld implementation; Reproducibility; Transfer diagnostics; Threats to validity,MiniGrid; MiniWorld; Gymnasium; custom environments; partial observability; seed; solvability,ναι,"Canonical environment source για modular GridWorld, versioned perturbations και reproducible map/configuration artifacts.",Minigrid & Miniworld: Modular & Customizable Reinforcement Learning Environments for Goal-Oriented Tasks,https://arxiv.org/abs/2306.13831,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-A5DF23299C,κύρια,επαληθευμένη,,ανθεκτικότητα και ανάκαμψη; πράκτορες τεχνητής νοημοσύνης,ναι,Συγχρονισμός από canonical analysis.,On the Definition of Robustness and Resilience of AI Agents for Real-time Congestion Management,https://arxiv.org/abs/2504.13314,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-A6616BE773,υποστηρικτική,επαληθευμένη,Σχετικές εργασίες; Detection baselines; Μετρικές,OOD detection; maximum softmax probability; AUROC; AUPR,ναι,Απλό supervised OOD baseline· δεν είναι RL change detector ούτε calibrated confidence.,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks,https://arxiv.org/abs/1610.02136,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-AC30CEB175,υποστηρικτική,επαληθευμένη,,ανθεκτικότητα και ανάκαμψη; στατιστική αξιολόγηση,ναι,Συγχρονισμός από canonical analysis.,AI Applications to Enhance Resilience in Power Systems and Microgrids—A Review,https://doi.org/10.3390/su16124959,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-AC79E9A264,υποστηρικτική,επαληθευμένη,Σχετικές εργασίες; Context inference; Robust adaptation; Μετρικές; Threats to validity,multi-set robustness; SIRSA; system identification; CVaR; identifiability; non-stationary dynamics,ναι,"Συνδυάζει probabilistic context inference με risk-sensitive fallback όταν παραμένει uncertainty· feasibility reference, όχι υποχρεωτική υλοποίηση.",Robust Policy Learning over Multiple Uncertainty Sets,https://proceedings.mlr.press/v162/xie22c/xie22c.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-B1E5732635,υποστηρικτική,επαληθευμένη,Safe RL; Recovery shielding; Model uncertainty; Interventions; Threats to validity,Gaussian process dynamics; backup policy; recoverable state; high-probability safety; observation noise,ναι,Πρόσφατο preprint για online learned dynamics + backup shielding· optional continuous-control reference με revalidation μετά από dynamics shift.,Safe Reinforcement Learning via Recovery-based Shielding with Gaussian Process Dynamics Models,https://arxiv.org/abs/2602.12444,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-B72D65A330,υποστηρικτική,επαληθευμένη,Safe RL; Constraint modeling; Μετρικές; Experimental protocol; Threats to validity,CMDP; chance constraint; unsafe states; instantaneous safety; almost-sure guarantee; conservative approximation,ναι,"Ορίζει διαφορετικά safety feasible sets και απαιτεί δήλωση guarantee type· survey, όχι adaptation evidence.",https---www.ijcai.org-proceedings-2024-0913.pdf,https://ijcai.org/proceedings/2024/0913.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-B88D51FA3F,κύρια,επαληθευμένη,Ερευνητικό ερώτημα; Σχετικές εργασίες; Πειραματικό περιβάλλον; Μετρικές; Πειραματικό πρωτόκολλο; Threats to validity,online adaptation; sudden novelty; NovGrid; adaptive efficiency; transfer AUC; exploration; knowledge preservation,ναι,"Κεντρική συγκρίσιμη διατριβή για sudden change, recovery metrics και GridWorld/NovGrid· οι σύνθετες μέθοδοι δεν υιοθετούνται αυτόματα.",Efficient Adaptation of Reinforcement Learning Agents to Sudden Environmental Change,https://arxiv.org/abs/2505.10330,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-B9911A6CFB,υποστηρικτική,επαληθευμένη,Safe RL; Partial observability; Shields; Prior knowledge; Threats to validity,POMDP; belief support; reach-avoid; shield; partial model; phase-out,ναι,Shielding με partial observability και prior transition-support knowledge· interventions και model-support advantage καταγράφονται χωριστά.,Safe Reinforcement Learning via Shielding under Partial Observability,https://arxiv.org/abs/2204.00755,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-BB5ECDA0CD,υποστηρικτική,επαληθευμένη,Robust planning; MCTS; Model uncertainty; Computational fairness; Threats to validity,robust MCTS; ambiguity set; transition uncertainty; reward uncertainty; simulator queries; FrozenLake,ναι,Planning-based robust comparator· απαιτεί χωριστή αναφορά simulator-query/rollout budget και δεν αποτελεί changepoint adaptation.,ICML Poster Online Robust Reinforcement Learning Through Monte-Carlo Planning,https://icml.cc/virtual/2025/poster/44177,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-BB9CAB4CBB,υποστηρικτική,επαληθευμένη,Θεωρητικό υπόβαθρο; Μοντέλο αβεβαιότητας; Robust baselines; Change detection; Threats to validity,aleatoric uncertainty; epistemic uncertainty; uncertain MDP; model uncertainty; changing distributions; conservativeness,ναι,Διακρίνει stochasticity από reducible model uncertainty και prediction-error evidence από calibrated detection· δεν επιλέγει συγκεκριμένο GridWorld agent.,Decision-making under uncertainty: beyond probabilities,https://doi.org/10.1007/s10009-023-00704-3,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-BE53B7970E,υποστηρικτική,επαληθευμένη,,μη στασιμότητα; πινακοποιημένη ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; στατιστική αξιολόγηση,ναι,Συγχρονισμός από canonical analysis.,Deep Reinforcement Learning with Double Q-learning,https://arxiv.org/abs/1509.06461,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-BE5B937542,υποστηρικτική,επαληθευμένη,Safe RL; CMDP; Costs; Shields; Threats,CMDP; constraints; safety cost; Lagrangian; shields,ναι,Πρόσφατη τεχνική survey· χρησιμοποιείται μαζί με παλαιότερες πρωτογενείς και established πηγές.,A Survey of Safe Reinforcement Learning and Constrained MDPs: A Technical Survey on Single-Agent and Multi-Agent Safety,https://arxiv.org/abs/2505.17342,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-CA06A28C0B,υποστηρικτική,επαληθευμένη,,πράκτορες τεχνητής νοημοσύνης,ναι,Συγχρονισμός από canonical analysis.,https---ojs.aaai.org-index.php-AAAI-article-download-7078-6932,https://ojs.aaai.org/index.php/AAAI/article/download/7078/6932,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-CBA29E303A,κύρια,επαληθευμένη,,βαθιά ενισχυτική μάθηση,ναι,Συγχρονισμός από canonical analysis.,Revisiting Fundamentals of Experience Replay,https://proceedings.mlr.press/v119/fedus20a.html,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-CC5B34C28C,υποστηρικτική,επαληθευμένη,Robust baselines; Policy selection; Conservativeness; Μετρικές; Threats to validity,ORBE; best-effort policy; robust MDP; dominance; nominal performance; worst-case return,ναι,"AAAI-26 tie-breaker μεταξύ worst-case-optimal robust policies· χρήσιμο για clean-vs-worst-case reporting, όχι changepoint recovery.",Best-Effort Policies for Robust Markov Decision Processes,https://ojs.aaai.org/index.php/AAAI/article/view/40929/44890,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-CD5F67F3E6,υπόβαθρο,επαληθευμένη,Baselines; Deep RL; Policy optimization; Implementation details; Threats to validity,PPO; clipped surrogate; KL penalty; on-policy; minibatch epochs,ναι,Θεμελιώδης PPO πηγή για ακριβή baseline περιγραφή· clipping δεν ισοδυναμεί με environmental robustness.,Proximal Policy Optimization Algorithms,https://arxiv.org/abs/1707.06347,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-D14764616F,κύρια,επαληθευμένη,Σχετικές εργασίες; Πειραματικό περιβάλλον; Agent architectures; Μετρικές,context switching; model reuse; GridWorld; changing rules; repeated contexts,ναι,"Άμεση τεκμηρίωση για changing GridWorld, recall, adaptation και novel-versus-recurring regimes.",Context-Switching and Adaptation- Brain-Inspired Mechanisms for Handling Environmental Changes - Uni,https://people.uleth.ca/~luczak/papers/Context_Switching_Eric_IEEE_Vanc2016.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-D1B6BA711E,υποστηρικτική,επαληθευμένη,Robust baselines; Online learning; Exploration; Computational trade-offs; Threats to validity,online robust MDP; policy optimization; exploration; robust regret; ambiguity set,ναι,Online robust learning χωρίς generative oracle· statistical exploration uncertainty και assumed robust ambiguity καταγράφονται χωριστά.,Online Policy Optimization for Robust MDP,https://arxiv.org/abs/2209.13841,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-D38364B32C,υποστηρικτική,επαληθευμένη,,ανθεκτικότητα και ανάκαμψη; ενισχυτική μάθηση με μοντέλο,ναι,Συγχρονισμός από canonical analysis.,Partial Models for Building Adaptive Model-Based Reinforcement Learning Agents,https://proceedings.mlr.press/v274/alver25a.html,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-D4C8A4B1BF,υποστηρικτική,επαληθευμένη,,ανθεκτικότητα και ανάκαμψη; μη στασιμότητα,ναι,Συγχρονισμός από canonical analysis.,"Resilience and Resilient Systems of Artificial Intelligence: Taxonomy, Models and Methods",https://doi.org/10.3390/a16030165,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-D52DF7B9A4,κύρια,επαληθευμένη,Baselines; Tabular RL; GridWorld; Online behavior,Q-learning; off-policy TD; Sarsa; Cliff Walking; maximization bias,ναι,Θεμελιώδης baseline και διάκριση clean-optimal target από exploratory online risk.,6.5 Q-learning- Off-policy TD Control - Data Analytics,https://analytics.drake.edu/~reza/teaching/cs143_sp26/readings/RL_q_learning.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-D6335D382B,υποστηρικτική,επαληθευμένη,Σχετικές εργασίες; Continual learning; Agent architectures; Μετρικές; Threats to validity,policy consolidation; task boundaries; policy KL; stability-plasticity; behavioral retention,ναι,Task-agnostic multi-timescale policy retention· deep PPO method με over-consolidation και computational-cost περιορισμούς.,https---proceedings.mlr.press-v97-kaplanis19a-kaplanis19a.pdf,https://proceedings.mlr.press/v97/kaplanis19a/kaplanis19a.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-DBDFB80961,κύρια,επαληθευμένη,Θεωρητικό υπόβαθρο; Bayesian agents; Exploration; Risk,Bayesian RL; posterior uncertainty; Bayes-adaptive MDP; exploration-exploitation,ναι,Κεντρικό υπόβαθρο για Bayesian/adaptive candidates και uncertainty-aware exploration.,Bayesian Reinforcement Learning: A Survey,https://arxiv.org/abs/1609.04436,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-E05A14A571,υποστηρικτική,επαληθευμένη,Benchmark design; Generalization; Environment distributions; Stress testing; Threats to validity,UED; PAIRED; minimax regret; difficult-but-solvable; curriculum; zero-shot transfer,ναι,Τεκμηριώνει solvable adaptive environment generation και διαχωρίζει zero-shot transfer από online adaptation· πλήρης multi-agent training δεν απαιτείται.,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design (PAIRED),http://aima.eecs.berkeley.edu/~russell/papers/neurips20-paired.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-E467A29609,υποστηρικτική,επαληθευμένη,,εύρωστη ενισχυτική μάθηση; αβεβαιότητα μεταβάσεων; αβεβαιότητα ανταμοιβής,ναι,Συγχρονισμός από canonical analysis.,State Entropy Regularization for Robust Reinforcement Learning - NIPS,https://proceedings.neurips.cc/paper_files/paper/2025/file/1e1ec890b48b96abffa63c0396058f4e-Paper-Conference.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-E5CA725A6C,κύρια,επαληθευμένη,,μη στασιμότητα; βαθιά ενισχυτική μάθηση,ναι,Συγχρονισμός από canonical analysis.,thesis.pdf,,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-E6A5B7584B,κύρια,επαληθευμένη,,μη στασιμότητα; πινακοποιημένη ενισχυτική μάθηση; συνεχής προσαρμογή,ναι,Συγχρονισμός από canonical analysis.,Reinforcement Learning in Non-Stationary Environments,https://arxiv.org/abs/1905.03970,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-E8CAAF02BE,κύρια,επαληθευμένη,Θεωρητικό υπόβαθρο; POMDP; Context inference; Observation uncertainty; Threats to validity,POMDP; belief state; partial observability; information gathering; latent state; prior model,ναι,Θεμελιώνει belief-state reasoning και τη διάκριση observation uncertainty/context inference από πραγματικό environmental changepoint.,https---people.csail.mit.edu-lpk-papers-aij98-pomdp.pdf,https://people.csail.mit.edu/lpk/papers/aij98-pomdp.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-E9D551F27C,υποστηρικτική,επαληθευμένη,Robust training; Curriculum; Hyperparameter protocol; Generalization; Threats to validity,DR-SPCRL; robustness budget; self-paced curriculum; perturbation severity; conservativeness,ναι,Development-only adaptive robustness-budget schedule· δεν είναι deployment adaptation και απαιτεί held-out severity tests.,Distributionally Robust Self Paced Curriculum Reinforcement Learning,https://arxiv.org/abs/2511.05694,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-EA5D0E318E,υπόβαθρο,επαληθευμένη,,περιβάλλοντα και benchmarks,ναι,Συγχρονισμός από canonical analysis.,https---proceedings.neurips.cc-paper files-paper-2017-file-9ef2ed4b7fd2c810847ffa5fa85bce38-Paper.pd,https://proceedings.neurips.cc/paper_files/paper/2017/file/9ef2ed4b7fd2c810847ffa5fa85bce38-Paper.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-EBB14FC4CB,κύρια,επαληθευμένη,Θεωρητικό υπόβαθρο; Non-stationarity; Adaptive baselines; Exploration under drift; Μετρικές; Threats to validity,variation budget; sliding window; confidence widening; BORL; dynamic regret; drifting MDP,ναι,"Κεντρική θεωρητική πηγή για drifting rewards/transitions, stale-data forgetting και budget-free adaptive tuning· πλήρεις algorithms εκτός βασικού implementation scope.",https---proceedings.mlr.press-v119-cheung20a-cheung20a.pdf,https://proceedings.mlr.press/v119/cheung20a/cheung20a.pdf,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-EF4972C036,υποστηρικτική,επαληθευμένη,,GridWorld; στατιστική αξιολόγηση; περιβάλλοντα και benchmarks; πράκτορες τεχνητής νοημοσύνης,ναι,Συγχρονισμός από canonical analysis.,SafeLife 1.0: Exploring Side Effects in Complex Environments,https://arxiv.org/abs/1912.01217,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-F622BE6812,υποστηρικτική,επαληθευμένη,Exploration; Novelty diagnostics; Adaptive baselines; Μετρικές; Threats to validity,RND; intrinsic reward; prediction error; state novelty; noisy TV; non-stationary bonus,ναι,Directed-exploration reference και caveat ότι prediction error δεν αποτελεί calibrated change detector· προτιμάται tabular approximation.,Exploration by Random Network Distillation,https://arxiv.org/abs/1810.12894,84d62ec3eb18e1d3565625bc02c289131282ea27
SRC-F909CABDEB,υποστηρικτική,επαληθευμένη,Θεωρητικό υπόβαθρο; Σχετικές εργασίες; Μετρικές; Περιορισμοί,continual RL; stability; plasticity; forgetting; transfer; scalability,ναι,"Χρήσιμη survey για scope, metrics και resource-aware continual evaluation.",A Survey of Continual Reinforcement Learning,https://arxiv.org/abs/2506.21872,84d62ec3eb18e1d3565625bc02c289131282ea27
